ticket_id,created_at,channel,category,subcategory,priority,assigned_agent_id,first_response_at,resolved_at,status,requester_type,sla_policy_id,first_response_mins,resolution_mins,sla_first_response_met,sla_resolution_met
T000159,22-12-2025 01:12,Chat,Bug,Integration Error,P3,A006,22-12-2025 04:33,22-12-2025 04:38,Resolved,Partner,SLA_P3,201,206,TRUE,TRUE
T000160,31-01-2026 11:26,Email,Access & Login,Password Reset,P4,A002,31-01-2026 14:15,04-02-2026 11:33,Resolved,Partner,SLA_P4,169,5767,TRUE,FALSE
T000161,26-01-2026 11:17,Web,How-To,Report Setup,P4,A009,26-01-2026 18:29,31-01-2026 14:42,Resolved,Customer,SLA_P4,432,7405,TRUE,FALSE
T000162,29-01-2026 20:28,Chat,Billing,Refund,P3,A002,29-01-2026 21:43,31-01-2026 10:31,Resolved,Customer,SLA_P3,75,2283,TRUE,TRUE
T000163,20-12-2025 09:14,Web,Access & Login,Password Reset,P3,A003,20-12-2025 14:29,22-12-2025 16:04,Resolved,Customer,SLA_P3,315,3290,FALSE,FALSE
T000164,23-01-2026 20:32,Web,Access & Login,SSO Setup,P3,A014,23-01-2026 23:13,26-01-2026 05:02,Resolved,Customer,SLA_P3,161,3390,TRUE,FALSE
T000165,18-12-2025 19:11,Chat,Access & Login,MFA Issue,P4,A013,18-12-2025 20:41,22-12-2025 18:54,Resolved,Customer,SLA_P4,90,5743,TRUE,TRUE
T000166,21-12-2025 17:32,Email,Outage,Service Down,P2,A005,21-12-2025 18:13,22-12-2025 05:17,Resolved,Customer,SLA_P2,41,705,TRUE,TRUE
T000167,30-01-2026 05:54,Chat,Bug,Integration Error,P4,A004,30-01-2026 12:15,01-02-2026 05:21,Resolved,Customer,SLA_P4,381,2847,TRUE,TRUE
T000168,02-02-2026 07:54,Chat,Bug,UI Bug,P3,A005,02-02-2026 08:59,04-02-2026 12:04,Resolved,Customer,SLA_P3,65,3130,TRUE,FALSE
T000169,12-02-2026 16:32,Email,Billing,Payment Failed,P2,A010,12-02-2026 17:53,13-02-2026 09:21,Resolved,Customer,SLA_P2,81,1009,FALSE,FALSE
T000170,31-12-2025 23:17,Email,Bug,Data Mismatch,P4,A014,01-01-2026 05:02,06-01-2026 21:43,Resolved,Internal,SLA_P4,345,8546,TRUE,FALSE
T000171,09-01-2026 16:33,Email,How-To,API Usage,P4,A015,09-01-2026 23:30,13-01-2026 21:41,Resolved,Customer,SLA_P4,417,6068,TRUE,FALSE
T000172,17-12-2025 17:42,Chat,How-To,API Usage,P3,A006,17-12-2025 20:05,17-12-2025 20:10,Resolved,Customer,SLA_P3,143,148,TRUE,TRUE
T000173,26-12-2025 21:57,Email,Outage,Partial Degradation,P1,A003,26-12-2025 22:14,27-12-2025 01:42,Resolved,Customer,SLA_P1,17,225,TRUE,TRUE
T000174,27-01-2026 15:49,Chat,Billing,Payment Failed,P3,A013,27-01-2026 18:24,28-01-2026 12:43,Resolved,Customer,SLA_P3,155,1254,TRUE,TRUE
T000175,23-12-2025 20:17,Chat,Access & Login,MFA Issue,P4,A008,23-12-2025 22:40,27-12-2025 02:42,Resolved,Customer,SLA_P4,143,4705,TRUE,TRUE
T000176,10-01-2026 08:41,Email,Access & Login,SSO Setup,P3,A006,10-01-2026 09:28,11-01-2026 23:54,Resolved,Customer,SLA_P3,47,2353,TRUE,TRUE
T000177,07-01-2026 12:33,Email,Bug,Integration Error,P3,A005,07-01-2026 13:47,09-01-2026 08:20,Resolved,Customer,SLA_P3,74,2627,TRUE,TRUE
T000178,05-01-2026 21:32,Chat,Outage,Latency,P2,A007,05-01-2026 22:05,06-01-2026 03:37,Resolved,Internal,SLA_P2,33,365,TRUE,TRUE
T000179,06-02-2026 09:16,Email,Bug,Data Mismatch,P3,A008,06-02-2026 12:35,08-02-2026 18:55,Resolved,Customer,SLA_P3,199,3459,TRUE,FALSE
T000180,12-02-2026 08:53,Email,How-To,Report Setup,P4,A011,12-02-2026 14:20,16-02-2026 09:20,Resolved,Internal,SLA_P4,327,5787,TRUE,FALSE
T000181,05-02-2026 08:59,Email,Outage,Latency,P2,A006,05-02-2026 09:52,05-02-2026 20:45,Resolved,Customer,SLA_P2,53,706,TRUE,TRUE
T000182,28-01-2026 19:16,Web,How-To,Report Setup,P4,A011,29-01-2026 03:29,02-02-2026 01:45,Resolved,Customer,SLA_P4,493,6149,FALSE,FALSE
T000183,26-12-2025 12:21,Web,How-To,API Usage,P3,A013,26-12-2025 14:59,27-12-2025 11:24,Resolved,Customer,SLA_P3,158,1383,TRUE,TRUE
T000184,15-12-2025 07:41,Email,How-To,Feature Guidance,P4,A009,15-12-2025 10:37,,Pending,Customer,SLA_P4,176,,TRUE,FALSE
T000185,06-01-2026 16:46,Web,Access & Login,SSO Setup,P4,A008,06-01-2026 21:53,09-01-2026 18:00,Resolved,Customer,SLA_P4,307,4394,TRUE,TRUE
T000186,24-12-2025 08:58,Email,Bug,Data Mismatch,P3,A012,24-12-2025 11:47,25-12-2025 11:50,Resolved,Customer,SLA_P3,169,1612,TRUE,TRUE
T000187,04-02-2026 17:00,Email,Outage,Service Down,P3,A004,04-02-2026 19:56,07-02-2026 05:23,Resolved,Customer,SLA_P3,176,3623,TRUE,FALSE
T000188,22-12-2025 20:39,Email,Billing,Invoice Request,P4,A004,23-12-2025 01:50,26-12-2025 03:43,Resolved,Customer,SLA_P4,311,4744,TRUE,TRUE
T000189,07-02-2026 10:57,Email,Outage,Latency,P1,A007,07-02-2026 11:02,,Open,Customer,SLA_P1,5,,TRUE,FALSE
T000190,31-01-2026 04:43,Phone,Outage,Latency,P3,A004,31-01-2026 08:29,01-02-2026 15:28,Resolved,Customer,SLA_P3,226,2085,TRUE,TRUE
T000191,03-02-2026 21:40,Email,How-To,Feature Guidance,P4,A002,04-02-2026 05:56,04-02-2026 12:03,Resolved,Customer,SLA_P4,496,863,FALSE,TRUE
T000192,18-12-2025 09:40,Chat,How-To,API Usage,P4,A010,18-12-2025 15:49,18-12-2025 18:39,Resolved,Customer,SLA_P4,369,539,TRUE,TRUE
T000193,01-01-2026 06:30,Chat,Billing,Payment Failed,P4,A012,01-01-2026 13:58,04-01-2026 07:23,Resolved,Customer,SLA_P4,448,4373,TRUE,TRUE
T000194,30-12-2025 04:16,Email,Outage,Latency,P3,A013,30-12-2025 09:46,31-12-2025 00:27,Resolved,Internal,SLA_P3,330,1211,FALSE,TRUE
T000195,08-02-2026 01:43,Chat,Access & Login,MFA Issue,P4,A007,08-02-2026 07:06,09-02-2026 11:42,Resolved,Partner,SLA_P4,323,2039,TRUE,TRUE
T000196,20-01-2026 14:29,Web,How-To,API Usage,P4,A004,20-01-2026 21:50,,Open,Customer,SLA_P4,441,,TRUE,FALSE
T000197,20-01-2026 09:09,Chat,Bug,Data Mismatch,P3,A001,20-01-2026 10:59,21-01-2026 21:36,Resolved,Customer,SLA_P3,110,2187,TRUE,TRUE
T000198,08-01-2026 23:34,Email,Billing,Payment Failed,P4,A004,09-01-2026 05:56,10-01-2026 06:13,Resolved,Customer,SLA_P4,382,1839,TRUE,TRUE
T000199,28-01-2026 18:20,Phone,Billing,Refund,P4,A001,28-01-2026 21:29,30-01-2026 23:47,Resolved,Customer,SLA_P4,189,3207,TRUE,TRUE
T000200,08-02-2026 16:20,Chat,Bug,Data Mismatch,P3,A001,08-02-2026 18:07,08-02-2026 18:12,Resolved,Customer,SLA_P3,107,112,TRUE,TRUE
T000201,06-02-2026 06:48,Email,Outage,Partial Degradation,P2,A014,06-02-2026 07:42,06-02-2026 10:46,Resolved,Partner,SLA_P2,54,238,TRUE,TRUE
T000202,26-12-2025 05:51,Email,Access & Login,Password Reset,P3,A008,26-12-2025 08:17,27-12-2025 23:10,Resolved,Partner,SLA_P3,146,2479,TRUE,TRUE
T000203,02-02-2026 15:14,Web,Bug,Integration Error,P3,A011,02-02-2026 19:29,03-02-2026 10:36,Resolved,Customer,SLA_P3,255,1162,FALSE,TRUE
T000204,09-01-2026 05:49,Email,Billing,Payment Failed,P4,A011,09-01-2026 13:13,,In Progress,Customer,SLA_P4,444,,TRUE,FALSE
T000205,03-01-2026 19:29,Email,How-To,Feature Guidance,P3,A014,03-01-2026 21:53,06-01-2026 07:16,Resolved,Customer,SLA_P3,144,3587,TRUE,FALSE
T000206,01-01-2026 01:44,Chat,Access & Login,MFA Issue,P4,A010,01-01-2026 05:12,02-01-2026 00:25,Resolved,Customer,SLA_P4,208,1361,TRUE,TRUE
T000207,24-01-2026 11:38,Email,Billing,Invoice Request,P4,A007,24-01-2026 16:41,27-01-2026 11:54,Resolved,Customer,SLA_P4,303,4336,TRUE,TRUE
T000208,16-01-2026 10:19,Chat,Bug,Data Mismatch,P3,A010,16-01-2026 14:15,18-01-2026 08:52,Resolved,Partner,SLA_P3,236,2793,TRUE,TRUE
T000209,20-01-2026 02:52,Chat,Bug,Data Mismatch,P4,A008,20-01-2026 04:19,22-01-2026 20:21,Resolved,Partner,SLA_P4,87,3929,TRUE,TRUE
T000210,23-12-2025 15:25,Email,How-To,Report Setup,P4,A011,23-12-2025 20:43,26-12-2025 08:45,Resolved,Customer,SLA_P4,318,3920,TRUE,TRUE
T000211,16-12-2025 22:17,Email,Billing,Refund,P3,A010,17-12-2025 01:22,17-12-2025 03:42,Resolved,Customer,SLA_P3,185,325,TRUE,TRUE
T000212,09-02-2026 16:02,Phone,Outage,Latency,P1,A011,09-02-2026 16:12,09-02-2026 18:21,Resolved,Internal,SLA_P1,10,139,TRUE,TRUE
T000213,01-01-2026 05:07,Web,Bug,Data Mismatch,P4,A010,01-01-2026 13:19,06-01-2026 00:36,Resolved,Partner,SLA_P4,492,6929,FALSE,FALSE
T000214,24-01-2026 02:09,Email,Outage,Partial Degradation,P4,A014,24-01-2026 09:43,27-01-2026 01:57,Resolved,Customer,SLA_P4,454,4308,TRUE,TRUE
T000215,07-02-2026 08:47,Chat,Bug,Data Mismatch,P3,A010,07-02-2026 12:44,08-02-2026 00:34,Resolved,Customer,SLA_P3,237,947,TRUE,TRUE
T000216,15-01-2026 15:39,Email,Bug,UI Bug,P3,A002,15-01-2026 17:28,17-01-2026 00:43,Resolved,Internal,SLA_P3,109,1984,TRUE,TRUE
T000217,29-01-2026 13:27,Email,Billing,Payment Failed,P2,A001,29-01-2026 14:01,29-01-2026 22:41,Resolved,Customer,SLA_P2,34,554,TRUE,TRUE
T000218,21-12-2025 03:45,Chat,Bug,UI Bug,P2,A007,21-12-2025 04:25,21-12-2025 12:27,Resolved,Customer,SLA_P2,40,522,TRUE,TRUE
T000219,01-02-2026 03:57,Web,Access & Login,SSO Setup,P4,A004,01-02-2026 09:15,02-02-2026 19:19,Resolved,Customer,SLA_P4,318,2362,TRUE,TRUE
T000220,05-02-2026 06:35,Email,Billing,Refund,P3,A012,05-02-2026 11:04,,Open,Customer,SLA_P3,269,,FALSE,FALSE
T000221,17-12-2025 18:11,Chat,How-To,Feature Guidance,P4,A013,18-12-2025 01:08,19-12-2025 01:30,Resolved,Customer,SLA_P4,417,1879,TRUE,TRUE
T000222,25-01-2026 16:36,Email,Bug,UI Bug,P3,A002,25-01-2026 18:28,26-01-2026 22:37,Resolved,Customer,SLA_P3,112,1801,TRUE,TRUE
T000223,25-12-2025 14:24,Web,Outage,Latency,P1,A015,25-12-2025 14:41,25-12-2025 17:03,Resolved,Customer,SLA_P1,17,159,TRUE,TRUE
T000224,28-12-2025 22:58,Chat,How-To,API Usage,P4,A015,29-12-2025 02:28,01-01-2026 15:15,Resolved,Customer,SLA_P4,210,5297,TRUE,TRUE
T000225,20-01-2026 21:13,Chat,How-To,Report Setup,P4,A013,21-01-2026 01:54,21-01-2026 15:39,Resolved,Customer,SLA_P4,281,1106,TRUE,TRUE
T000226,22-12-2025 19:49,Email,Access & Login,SSO Setup,P3,A009,23-12-2025 00:10,23-12-2025 11:30,Resolved,Customer,SLA_P3,261,941,FALSE,TRUE
T000227,09-02-2026 13:17,Email,Billing,Refund,P4,A010,09-02-2026 19:28,10-02-2026 20:36,Resolved,Internal,SLA_P4,371,1879,TRUE,TRUE
T000228,16-01-2026 12:55,Email,Billing,Invoice Request,P2,A007,16-01-2026 13:40,17-01-2026 00:01,Resolved,Customer,SLA_P2,45,666,TRUE,TRUE
T000229,12-01-2026 12:26,Phone,How-To,Report Setup,P4,A007,12-01-2026 16:01,13-01-2026 18:58,Resolved,Customer,SLA_P4,215,1832,TRUE,TRUE
T000230,25-01-2026 08:50,Email,How-To,Feature Guidance,P3,A009,25-01-2026 11:44,26-01-2026 17:05,Resolved,Customer,SLA_P3,174,1935,TRUE,TRUE
T000231,01-01-2026 04:41,Chat,Access & Login,SSO Setup,P3,A010,01-01-2026 07:53,,Open,Customer,SLA_P3,192,,TRUE,FALSE
T000232,04-01-2026 03:33,Email,Billing,Refund,P3,A004,04-01-2026 06:14,05-01-2026 23:07,Resolved,Internal,SLA_P3,161,2614,TRUE,TRUE
T000233,19-01-2026 14:39,Email,How-To,API Usage,P3,A015,19-01-2026 18:39,21-01-2026 08:13,Resolved,Customer,SLA_P3,240,2494,TRUE,TRUE
T000234,30-01-2026 04:19,Chat,Outage,Partial Degradation,P1,A006,30-01-2026 04:33,30-01-2026 07:03,Resolved,Partner,SLA_P1,14,164,TRUE,TRUE
T000235,10-01-2026 16:42,Web,Bug,UI Bug,P3,A013,10-01-2026 18:40,13-01-2026 20:41,Resolved,Customer,SLA_P3,118,4559,TRUE,FALSE
T000236,16-12-2025 02:48,Email,Billing,Invoice Request,P3,A001,16-12-2025 06:24,18-12-2025 03:22,Resolved,Partner,SLA_P3,216,2914,TRUE,FALSE
T000237,20-12-2025 10:36,Web,Bug,Integration Error,P3,A013,20-12-2025 14:29,20-12-2025 14:34,Resolved,Customer,SLA_P3,233,238,TRUE,TRUE
T000238,03-01-2026 18:02,Web,Billing,Refund,P2,A007,03-01-2026 19:03,04-01-2026 02:57,Resolved,Customer,SLA_P2,61,535,FALSE,TRUE
T000239,07-01-2026 12:14,Chat,Billing,Refund,P4,A006,07-01-2026 15:25,08-01-2026 00:47,Resolved,Customer,SLA_P4,191,753,TRUE,TRUE
T000240,18-12-2025 08:12,Email,Billing,Refund,P2,A009,18-12-2025 09:15,19-12-2025 07:03,Resolved,Partner,SLA_P2,63,1371,FALSE,FALSE
T000241,13-01-2026 16:13,Email,Outage,Service Down,P3,A010,13-01-2026 18:04,14-01-2026 06:10,Resolved,Internal,SLA_P3,111,837,TRUE,TRUE
T000242,15-01-2026 14:31,Chat,Access & Login,Password Reset,P4,A006,15-01-2026 20:25,,Open,Customer,SLA_P4,354,,TRUE,FALSE
T000243,15-12-2025 20:20,Email,Access & Login,MFA Issue,P3,A005,15-12-2025 23:17,17-12-2025 13:18,Resolved,Customer,SLA_P3,177,2458,TRUE,TRUE
T000244,04-01-2026 12:01,Email,Access & Login,Password Reset,P4,A009,04-01-2026 19:38,07-01-2026 07:00,Resolved,Customer,SLA_P4,457,4019,TRUE,TRUE
T000245,12-02-2026 10:45,Email,How-To,API Usage,P4,A013,12-02-2026 18:28,15-02-2026 11:43,Resolved,Internal,SLA_P4,463,4378,TRUE,TRUE
T000246,29-01-2026 20:39,Web,Outage,Service Down,P3,A001,29-01-2026 23:12,01-02-2026 06:32,Resolved,Customer,SLA_P3,153,3473,TRUE,FALSE
T000247,20-12-2025 14:18,Phone,How-To,Feature Guidance,P3,A002,20-12-2025 16:48,22-12-2025 03:14,Resolved,Customer,SLA_P3,150,2216,TRUE,TRUE
T000248,11-01-2026 18:08,Email,How-To,Report Setup,P3,A013,11-01-2026 21:56,13-01-2026 20:07,Resolved,Customer,SLA_P3,228,2999,TRUE,FALSE
T000249,06-02-2026 14:59,Email,Bug,UI Bug,P3,A003,06-02-2026 17:26,08-02-2026 14:35,Resolved,Customer,SLA_P3,147,2856,TRUE,TRUE
T000250,10-02-2026 21:40,Web,Outage,Service Down,P3,A003,11-02-2026 01:13,13-02-2026 08:54,Resolved,Internal,SLA_P3,213,3554,TRUE,FALSE
T000251,23-12-2025 12:37,Chat,Outage,Partial Degradation,P2,A002,23-12-2025 13:01,23-12-2025 17:29,Resolved,Customer,SLA_P2,24,292,TRUE,TRUE
T000252,25-12-2025 20:07,Email,Billing,Payment Failed,P4,A006,25-12-2025 23:51,29-12-2025 01:10,Resolved,Customer,SLA_P4,224,4623,TRUE,TRUE
T000253,22-12-2025 02:53,Email,How-To,Feature Guidance,P3,A007,22-12-2025 04:53,24-12-2025 18:18,Resolved,Customer,SLA_P3,120,3805,TRUE,FALSE
T000254,30-01-2026 06:03,Email,Outage,Partial Degradation,P3,A006,30-01-2026 08:09,31-01-2026 02:39,Resolved,Customer,SLA_P3,126,1236,TRUE,TRUE
T000255,02-01-2026 21:11,Email,Billing,Refund,P2,A011,02-01-2026 22:05,03-01-2026 05:30,Resolved,Internal,SLA_P2,54,499,TRUE,TRUE
T000256,19-01-2026 07:20,Email,How-To,Feature Guidance,P4,A008,19-01-2026 12:20,24-01-2026 20:40,Resolved,Partner,SLA_P4,300,8000,TRUE,FALSE
T000257,23-12-2025 04:31,Email,Billing,Refund,P3,A004,23-12-2025 05:34,24-12-2025 17:16,Resolved,Customer,SLA_P3,63,2205,TRUE,TRUE
T000258,03-01-2026 18:53,Email,How-To,Feature Guidance,P4,A005,04-01-2026 03:09,06-01-2026 07:36,Resolved,Customer,SLA_P4,496,3643,FALSE,TRUE
T000259,19-01-2026 06:01,Phone,Bug,Integration Error,P4,A011,19-01-2026 12:55,23-01-2026 15:02,Resolved,Customer,SLA_P4,414,6301,TRUE,FALSE
T000260,16-12-2025 19:25,Phone,How-To,Report Setup,P4,A009,16-12-2025 22:00,18-12-2025 23:07,Resolved,Customer,SLA_P4,155,3102,TRUE,TRUE
T000261,21-01-2026 17:41,Web,Bug,Integration Error,P4,A004,22-01-2026 00:51,25-01-2026 13:57,Resolved,Customer,SLA_P4,430,5536,TRUE,TRUE
T000262,06-02-2026 19:40,Chat,Access & Login,MFA Issue,P4,A011,06-02-2026 22:34,08-02-2026 18:03,Resolved,Customer,SLA_P4,174,2783,TRUE,TRUE
T000263,29-01-2026 20:27,Chat,Billing,Refund,P2,A005,29-01-2026 20:38,,In Progress,Customer,SLA_P2,11,,TRUE,FALSE
T000264,12-02-2026 06:55,Phone,Bug,Integration Error,P3,A002,12-02-2026 09:21,13-02-2026 15:21,Resolved,Customer,SLA_P3,146,1946,TRUE,TRUE
T000265,03-01-2026 11:29,Web,Access & Login,MFA Issue,P3,A006,03-01-2026 15:17,05-01-2026 21:41,Resolved,Partner,SLA_P3,228,3492,TRUE,FALSE
T000266,21-12-2025 01:42,Chat,Access & Login,SSO Setup,P2,A001,21-12-2025 02:32,21-12-2025 10:16,Resolved,Partner,SLA_P2,50,514,TRUE,TRUE
T000267,08-01-2026 04:42,Email,Bug,Data Mismatch,P3,A008,08-01-2026 07:42,10-01-2026 16:35,Resolved,Customer,SLA_P3,180,3593,TRUE,FALSE
T000268,28-01-2026 03:50,Chat,Billing,Refund,P3,A010,28-01-2026 06:42,30-01-2026 08:22,Resolved,Internal,SLA_P3,172,3152,TRUE,FALSE
T000269,19-12-2025 03:33,Email,Access & Login,SSO Setup,P4,A013,19-12-2025 08:29,,In Progress,Customer,SLA_P4,296,,TRUE,FALSE
T000270,28-01-2026 02:22,Chat,How-To,Report Setup,P4,A001,28-01-2026 09:52,30-01-2026 18:36,Resolved,Customer,SLA_P4,450,3854,TRUE,TRUE
T000271,14-01-2026 00:57,Email,How-To,Report Setup,P4,A010,14-01-2026 06:20,17-01-2026 11:42,Resolved,Customer,SLA_P4,323,4965,TRUE,TRUE
T000272,04-01-2026 23:46,Chat,Billing,Refund,P3,A013,05-01-2026 02:42,05-01-2026 02:47,Resolved,Customer,SLA_P3,176,181,TRUE,TRUE
T000273,05-01-2026 21:40,Email,How-To,Report Setup,P3,A004,06-01-2026 00:37,07-01-2026 04:49,Resolved,Customer,SLA_P3,177,1869,TRUE,TRUE
T000274,25-12-2025 15:16,Email,Access & Login,SSO Setup,P3,A006,25-12-2025 16:06,27-12-2025 03:52,Resolved,Customer,SLA_P3,50,2196,TRUE,TRUE
T000275,29-01-2026 08:44,Web,Access & Login,MFA Issue,P3,A002,29-01-2026 12:43,31-01-2026 15:55,Resolved,Customer,SLA_P3,239,3311,TRUE,FALSE
T000276,12-01-2026 01:42,Phone,Bug,Integration Error,P3,A014,12-01-2026 05:26,14-01-2026 09:57,Resolved,Customer,SLA_P3,224,3375,TRUE,FALSE
T000277,03-01-2026 18:53,Email,Bug,Data Mismatch,P3,A002,03-01-2026 21:28,04-01-2026 18:59,Resolved,Customer,SLA_P3,155,1446,TRUE,TRUE
T000278,29-01-2026 18:43,Email,Access & Login,Password Reset,P4,A014,30-01-2026 01:46,31-01-2026 18:41,Resolved,Internal,SLA_P4,423,2878,TRUE,TRUE
T000279,27-01-2026 13:00,Phone,How-To,API Usage,P4,A009,27-01-2026 18:38,28-01-2026 18:39,Resolved,Internal,SLA_P4,338,1779,TRUE,TRUE
T000280,26-12-2025 10:22,Email,Outage,Latency,P1,A001,26-12-2025 10:38,26-12-2025 12:10,Resolved,Internal,SLA_P1,16,108,TRUE,TRUE
T000281,27-12-2025 03:27,Email,Bug,Integration Error,P3,A009,27-12-2025 07:28,29-12-2025 00:30,Resolved,Customer,SLA_P3,241,2703,FALSE,TRUE
T000282,31-01-2026 21:52,Chat,Access & Login,MFA Issue,P3,A013,31-01-2026 21:53,01-02-2026 20:13,Resolved,Customer,SLA_P3,1,1341,TRUE,TRUE
T000283,15-01-2026 15:27,Chat,How-To,API Usage,P4,A013,15-01-2026 18:41,17-01-2026 03:32,Resolved,Customer,SLA_P4,194,2165,TRUE,TRUE
T000284,03-02-2026 05:43,Chat,Billing,Payment Failed,P2,A012,03-02-2026 06:36,03-02-2026 23:11,Resolved,Customer,SLA_P2,53,1048,TRUE,FALSE
T000285,23-12-2025 13:55,Chat,Access & Login,Password Reset,P4,A006,23-12-2025 18:55,25-12-2025 14:16,Resolved,Customer,SLA_P4,300,2901,TRUE,TRUE
T000286,18-01-2026 09:48,Chat,Bug,UI Bug,P2,A015,18-01-2026 10:25,18-01-2026 20:22,Resolved,Partner,SLA_P2,37,634,TRUE,TRUE
T000287,08-02-2026 09:33,Email,Bug,UI Bug,P3,A001,08-02-2026 13:21,10-02-2026 16:17,Resolved,Internal,SLA_P3,228,3284,TRUE,FALSE
T000288,03-02-2026 16:58,Web,Bug,UI Bug,P3,A014,03-02-2026 19:37,04-02-2026 03:48,Resolved,Partner,SLA_P3,159,650,TRUE,TRUE
T000289,11-01-2026 18:08,Email,Access & Login,Password Reset,P3,A004,11-01-2026 20:19,13-01-2026 02:12,Resolved,Internal,SLA_P3,131,1924,TRUE,TRUE
T000290,01-02-2026 11:42,Chat,Access & Login,MFA Issue,P4,A001,01-02-2026 14:35,03-02-2026 20:50,Resolved,Partner,SLA_P4,173,3428,TRUE,TRUE
T000291,07-02-2026 03:35,Chat,Access & Login,Password Reset,P3,A015,07-02-2026 06:12,,Pending,Customer,SLA_P3,157,,TRUE,FALSE
T000292,02-01-2026 23:24,Email,Billing,Refund,P3,A014,03-01-2026 03:15,04-01-2026 02:46,Resolved,Customer,SLA_P3,231,1642,TRUE,TRUE
T000293,06-01-2026 12:24,Email,Bug,UI Bug,P4,A010,06-01-2026 17:14,,Open,Customer,SLA_P4,290,,TRUE,FALSE
T000294,30-12-2025 07:45,Email,How-To,Feature Guidance,P4,A004,30-12-2025 15:39,,Open,Customer,SLA_P4,474,,TRUE,FALSE
T000295,14-01-2026 23:52,Chat,Access & Login,MFA Issue,P4,A009,15-01-2026 07:40,18-01-2026 01:21,Resolved,Partner,SLA_P4,468,4409,TRUE,TRUE
T000296,30-12-2025 16:41,Web,Outage,Partial Degradation,P1,A005,30-12-2025 17:07,,Open,Customer,SLA_P1,26,,TRUE,FALSE
T000297,03-02-2026 04:07,Email,Bug,UI Bug,P4,A007,03-02-2026 10:25,05-02-2026 20:36,Resolved,Customer,SLA_P4,378,3869,TRUE,TRUE
T000298,02-02-2026 02:17,Web,Bug,UI Bug,P4,A009,02-02-2026 09:44,04-02-2026 21:11,Resolved,Customer,SLA_P4,447,4014,TRUE,TRUE
T000299,10-02-2026 00:57,Phone,Access & Login,MFA Issue,P3,A010,10-02-2026 03:34,10-02-2026 03:39,Resolved,Customer,SLA_P3,157,162,TRUE,TRUE
T000300,08-02-2026 06:31,Chat,Billing,Payment Failed,P3,A005,08-02-2026 10:25,10-02-2026 17:20,Resolved,Internal,SLA_P3,234,3529,TRUE,FALSE
T000301,26-12-2025 20:22,Web,Billing,Refund,P3,A014,26-12-2025 23:52,29-12-2025 00:16,Resolved,Partner,SLA_P3,210,3114,TRUE,FALSE
T000302,18-12-2025 14:02,Email,Bug,UI Bug,P4,A009,18-12-2025 20:50,20-12-2025 10:20,Resolved,Customer,SLA_P4,408,2658,TRUE,TRUE
T000303,21-01-2026 19:25,Email,Access & Login,SSO Setup,P4,A011,22-01-2026 02:07,25-01-2026 07:54,Resolved,Internal,SLA_P4,402,5069,TRUE,TRUE
T000304,02-02-2026 17:01,Chat,How-To,API Usage,P4,A002,02-02-2026 22:48,05-02-2026 23:28,Resolved,Internal,SLA_P4,347,4707,TRUE,TRUE
T000305,12-02-2026 14:03,Chat,Billing,Refund,P3,A009,12-02-2026 15:52,14-02-2026 23:27,Resolved,Partner,SLA_P3,109,3444,TRUE,FALSE
T000306,07-02-2026 17:57,Email,How-To,Feature Guidance,P4,A010,07-02-2026 21:09,08-02-2026 11:24,Resolved,Customer,SLA_P4,192,1047,TRUE,TRUE
T000307,19-12-2025 04:57,Email,Bug,UI Bug,P3,A009,19-12-2025 08:55,20-12-2025 07:04,Resolved,Customer,SLA_P3,238,1567,TRUE,TRUE
T000308,18-12-2025 22:58,Phone,Access & Login,MFA Issue,P3,A010,19-12-2025 02:29,21-12-2025 05:21,Resolved,Internal,SLA_P3,211,3263,TRUE,FALSE
T000309,01-01-2026 02:50,Email,Outage,Latency,P3,A006,01-01-2026 07:01,,Open,Customer,SLA_P3,251,,FALSE,FALSE
T000310,09-02-2026 03:49,Chat,Billing,Payment Failed,P4,A009,09-02-2026 11:39,11-02-2026 06:53,Resolved,Customer,SLA_P4,470,3064,TRUE,TRUE
T000311,26-01-2026 13:45,Email,Outage,Service Down,P1,A004,26-01-2026 14:00,26-01-2026 18:29,Resolved,Customer,SLA_P1,15,284,TRUE,FALSE
T000312,03-01-2026 23:18,Web,Bug,Data Mismatch,P3,A014,04-01-2026 01:32,05-01-2026 06:41,Resolved,Customer,SLA_P3,134,1883,TRUE,TRUE
T000313,01-02-2026 10:43,Chat,Access & Login,Password Reset,P4,A006,01-02-2026 15:28,02-02-2026 22:03,Resolved,Internal,SLA_P4,285,2120,TRUE,TRUE
T000314,17-12-2025 00:50,Email,Access & Login,MFA Issue,P3,A004,17-12-2025 04:22,17-12-2025 08:54,Resolved,Customer,SLA_P3,212,484,TRUE,TRUE
T000315,26-01-2026 09:38,Email,Billing,Refund,P3,A012,26-01-2026 12:46,,Open,Internal,SLA_P3,188,,TRUE,FALSE
T000316,17-12-2025 02:30,Phone,How-To,API Usage,P4,A014,17-12-2025 08:42,19-12-2025 19:06,Resolved,Customer,SLA_P4,372,3876,TRUE,TRUE
T000317,05-02-2026 04:20,Chat,Access & Login,MFA Issue,P2,A005,05-02-2026 05:14,05-02-2026 13:16,Resolved,Partner,SLA_P2,54,536,TRUE,TRUE
T000318,18-12-2025 07:52,Web,How-To,API Usage,P4,A003,18-12-2025 14:18,20-12-2025 00:57,Resolved,Customer,SLA_P4,386,2465,TRUE,TRUE
